BHK,Address,Latitude,Longitude,Size(Acres),Deposit(Rs),Rent(Rs),Furnishing,Property Age,Available For, Immediate Possesion,Link
3, Whitefield,12.985,77.751,2023,180000,36000,Semi Furnished,1-3 years ,All,15-Feb-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-36000/ff8081815b04b57a015b04cea88c0bec/detail
2, 3rd Cross Rd,12.902,77.619,500,500000,500000,UnFurnished,5-10 years ,Bachelors,31-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-30-3rd-cross-rd-bangalore-for-rs-500000/ff8081815c3582f5015c361adf522af0/detail
1, Hosakerehalli,12.922,77.536,1200,80000,8000,UnFurnished,3-5 years ,All,15-Jan-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hosakerehalli-bangalore-for-rs-8000/8a9fb08476f0776b0176f08065310222/detail
3, Munnekollal,12.952,77.715,1330,100000,26000,Full Furnished,3-5 years ,All,15-Mar-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-munnekollal-bangalore-for-rs-26000/8a9f9d8276effd760176f019cd8409a8/detail
1, Hosakerehalli,12.922,77.536,1200,80000,8000,UnFurnished,3-5 years ,All,15-Jan-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hosakerehalli-bangalore-for-rs-8000/8a9fb08476f0776b0176f08065310222/detail
3, Munnekollal,12.952,77.715,1330,100000,26000,Full Furnished,3-5 years ,All,15-Mar-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-munnekollal-bangalore-for-rs-26000/8a9f9d8276effd760176f019cd8409a8/detail
3, Cottonpete,12.968,77.57,1100,300000,18000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-cottonpete-bangalore-for-rs-18000/8a9f935c75b19d4a0175b1e41be320d1/detail
1, Kacharakanahalli,13.018,77.63,550,100000,13500,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kacharakanahalli-bangalore-for-rs-13500/8a9f868e6f6b46a8016f6be31f061be1/detail
3, Sudhama Nagar,12.956,77.586,1200,250000,25000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sudhama-nagar-bangalore-for-rs-25000/ff80818165faabd50165fad62ebd1965/detail
1, Bannerughatta,12.809,77.578,500,30000,5500,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-bannerughatta-bangalore-for-rs-5500/8a9fae8276d684c40176d6cabf92283c/detail
2, Mahadevapura,12.987,77.688,1416,150000,25000,Semi Furnished,5-10 years ,Family,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-25000/8a9f9e8276e553550176e5e0b8933162/detail
3, Bellandur,12.918,77.676,1642,300000,38000,Semi Furnished,3-5 years ,All,01-Mar-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-38000/ff80818161b7aabf0161b8c5784c0e39/detail
2, Nagarbhavi,12.961,77.51,950,70000,8500,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-nagarbhavi-bangalore-for-rs-8500/ff8081816b5f05ce016b5fddcdf7778a/detail
2, India,13.004,77.759,1224,100000,19500,Semi Furnished,1-3 years ,All,22-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kadugodi-bengaluru-karnataka-india-bangalore-for-rs-19500/8a9f82bf75f3f9160175f46f4cde29f5/detail
1, Jalahalli,13.065,77.527,500,40000,6500,UnFurnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-jalahalli-bangalore-for-rs-6500/ff8081816a68d10e016a691738142e9d/detail
2, Rr Nagar,12.912,77.527,1000,100000,11000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rr-nagar-bangalore-for-rs-11000/ff8081816522a957016522c293150d29/detail
1, Marwel Marketing,12.973,77.574,1000,150000,14000,Semi Furnished,5-10 years ,All,15-Feb-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-marwel-marketing-bangalore-for-rs-14000/ff808181617423510161742b133d03d9/detail
1, Basaweshwara Nagar,13.004,77.533,250,45000,4500,UnFurnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-jc-nagar-kurubarahalli-basaweshwara-nagar-bangalore-for-rs-4500/8a9f80de726e868a017273c5e5f6077b/detail
2, Vidyaranyapura,13.092,77.542,850,135000,13500,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vidyaranyapura-bangalore-for-rs-13500/8a9f919c766913da017669261f0c0077/detail
2, Kumaraswamy Layout,12.903,77.565,900,900000,11000,Full Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kumaraswamy-layout-bangalore-for-rs-11000/8a9f82c5756a293201756a7c4860286a/detail
1, Muthsandra,12.939,77.784,600,25000,6500,Semi Furnished,Under Construction,Family,01-Mar-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-muthsandra-bangalore-for-rs-6500/8a9f91cb74250d180174255ddbc72be1/detail
2, Bel Layout,12.976,77.482,700,100000,12000,UnFurnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bel-layout-bangalore-for-rs-12000/8a9f998276d5dfc90176d61303af18d3/detail
2, Prison Ministry India,12.9,77.702,950,60000,13900,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-prison-ministry-india-bangalore-for-rs-13900/8a9f923674b485010174b48c879b029c/detail
1, Bommanahalli,12.907,77.631,400,30000,7000,UnFurnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-bommanahalli-bangalore-for-rs-7000/ff8081816bdaeb1a016bdbc9567256fb/detail
2, Hbr Layout,13.037,77.639,1200,100000,23000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hbr-layout-bangalore-for-rs-23000/ff808181671be1d601671c0ab4f00e0b/detail
3, Whitefield ,13.018,77.761,1645,150000,25000,Semi Furnished,3-5 years ,Family,01-Mar-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield--bangalore-for-rs-25000/ff80818153cb9deb0153cc5cb7230fb7/detail
2, Space Heights Apartments,12.963,77.647,750,80000,14000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-space-heights-apartments-bangalore-for-rs-14000/8a9f808276cff5340176d11be034320c/detail
1, Rajajinagar,12.991,77.553,150,50000,7000,Semi Furnished,5-10 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-rajajinagar-bangalore-for-rs-7000/8a9f8e8676ebc6820176ebfc06b712e5/detail
2, Ramamurthy Nagar,13.02,77.673,650,100000,13000,UnFurnished,Newly Constructed,Family,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ramamurthy-nagar-bangalore-for-rs-13000/ff8081816b11a78d016b131cf90e4165/detail
1, Marathahalli,12.952,77.694,500,30000,8888,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-marathahalli-bangalore-for-rs-8888/ff808181690fee2101691010df0e0930/detail
1, Bellandur,12.947,77.681,360,30000,7500,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-7500/8a9f92fc73e2bb770173e2cdcb2f0802/detail
2, Electronics City,12.842,77.648,1160,50000,18000,Full Furnished,3-5 years ,All,01-Mar-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronics-city-bangalore-for-rs-18000/ff80818161e67ea60161e6f539414505/detail
2, Electronics City,12.842,77.648,1160,50000,18000,Full Furnished,3-5 years ,All,01-Mar-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronics-city-bangalore-for-rs-18000/ff80818161e67ea60161e6f539414505/detail
2,electronic City,12.85,77.646,1150,80000,12000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronics-city-phase-1-electronic-city-bangalore-for-rs-12000/ff80818163216ac701632451fa2344e1/detail
2, Hbr Layout,13.035,77.628,900,100000,16000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hbr-layout-bangalore-for-rs-16000/ff80818164cab95c0164cacd48ed0523/detail
2, Whitefield,12.968,77.741,1139,150000,24500,Semi Furnished,3-5 years ,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-24500/ff8081816bc1e352016bc204e5d50e2c/detail
2, Electronic City,12.842,77.647,1200,40000,13500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-13500/8a9f82c7723a5d8701723b15c2703637/detail
2, New Tippasandra,12.975,77.653,1150,199999,20000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-new-tippasandra-bangalore-for-rs-20000/8a9fa48276d169b80176d19d54081570/detail
2, Abbaiah Reddy Layout,12.979,77.68,1000,75000,17500,Semi Furnished,5-10 years ,All,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-abbaiah-reddy-layout-bangalore-for-rs-17500/8a9f827476122c5d017612d4f82a371a/detail
2, Cox Town,12.993,77.621,1500,150000,26000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-cox-town-bangalore-for-rs-26000/ff8081816d2db082016d2e4d73634c1a/detail
2, Whitefield,12.968,77.733,1665,120000,27000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-27000/8a9f9130747ca48101748122133c78d7/detail
1, Bilekahalli,12.899,77.607,750,30000,8000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-bilekahalli-bangalore-for-rs-8000/8a9f82e570bdd51d0170be65757e4d9d/detail
2, Indira Nagar,12.979,77.646,1100,150000,34000,Semi Furnished,Newly Constructed,Family,25-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-indira-nagar-bangalore-for-rs-34000/ff80818160ea53ee0160efc4dace7268/detail
1, Krishnarajapura,13.015,77.73,350,40000,6500,UnFurnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-krishnarajapura-bangalore-for-rs-6500/8a9f9a8576f048120176f063afce096c/detail
2, Nallurhalli,12.97,77.734,1550,120000,23000,Full Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-nallurhalli-bangalore-for-rs-23000/8a9f918d75d1b3730175d1f4a01b123c/detail
3, Kudlu,12.895,77.663,1875,175000,35000,Semi Furnished,3-5 years ,Family,01-Feb-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kudlu-bangalore-for-rs-35000/8a9fa98276a44f0f0176a4c9a14d2199/detail
2, 65 24th Main Road,12.897,77.586,1100,150000,22500,Semi Furnished,5-10 years ,All,18-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-65-24th-main-road-bangalore-for-rs-22500/8a9f97cb76cabb0d0176cbac27191133/detail
2, Chikkabellandur,12.913,77.706,900,100000,15000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chikkabellandur-bangalore-for-rs-15000/ff8081815e32dbe4015e3337efda0cd7/detail
2, Vijayanagar,12.965,77.535,700,100000,11000,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vijayanagar-bangalore-for-rs-11000/ff8081816aaa9a6d016aaaeba49f4e4c/detail
3, Wilson Garden,12.944,77.596,1725,400000,40000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-wilson-garden-bangalore-for-rs-40000/ff8081816290ab7901629450633639a9/detail
1, Vijayanagar,12.966,77.534,350,90000,8000,UnFurnished,1-3 years ,All,31-Jan-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-vijayanagar-bangalore-for-rs-8000/ff8081815606d26401560712d0890cf3/detail
2, Hsr Layout,12.901,77.651,1250,150000,23000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-23000/ff8081816af9981c016afa692a534c5c/detail
2, Vasanth Nagar,12.992,77.591,700,250000,25000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--vasanth-nagar-bangalore-for-rs-25000/8a9fa58276d2a7e10176d2feae521c9e/detail
2, Lingarajapuram Graveyard,13.011,77.63,800,200000,15000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-lingarajapuram-graveyard-bangalore-for-rs-15000/ff80818169d701c30169d7566b1a21fe/detail
2, Kengeri,12.909,77.49,1000,100000,11000,Semi Furnished,Under Construction,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kengeri-bangalore-for-rs-11000/8a9f931c73e0d1070173e1194eb11726/detail
2, Electronic City,12.832,77.697,900,180000,18000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-18000/ff80818163e8261e0163e890c0275b52/detail
3, Hebbal,13.055,77.605,1200,100000,16000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-hebbal-bangalore-for-rs-16000/ff8081815b0f1e48015b0f50a49116f9/detail
2, Virupakshapura,13.067,77.571,1200,1600000,16000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sir-mv-layout-dhanalakshmi-layout-virupakshapura-bangalore-for-rs-16000/ff8081816a585d1a016a59423ede3ea4/detail
2, Bellandur,12.927,77.663,1400,150000,26000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-26000/8a9f935175f016ea0175f06a67cb19f6/detail
2, R T Nagar,13.021,77.593,1200,100000,16000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-r-t-nagar-bangalore-for-rs-16000/8a9fa98276d169bf0176d1bca2f0213e/detail
1, Begur,12.881,77.632,300,20000,4000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-begur-bangalore-for-rs-4000/8a9f91a87530e291017539e10e0173af/detail
1, Hsr Layout,12.899,77.652,600,100000,12000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-12000/8a9fa88276ec67b00176ecdaa70124b2/detail
2, Naagarabhaavi,12.961,77.512,650,100000,10500,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-naagarabhaavi-bangalore-for-rs-10500/8a9f922374aad3560174abec3be770ee/detail
1, Btm Layout,12.925,77.609,600,70000,11000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in--btm-layout-bangalore-for-rs-11000/ff808181662e7da101662f0df0b857e9/detail
1, Nagawara,13.052,77.631,475,40000,8500,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-nagawara-bangalore-for-rs-8500/ff8081814cff7251014d0e9f2f973d9e/detail
1, Btm Layout,12.914,77.613,500,50000,7500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-btm-layout-bangalore-for-rs-7500/ff8081814e53f3fb014e57c42cdf17fb/detail
2, Krishnarajapura,13.002,77.713,850,100000,15000,Full Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-krishnarajapura-bangalore-for-rs-15000/8a9f9d8276effd760176f03c4fbe16bb/detail
2, Hbr Layout,13.025,77.625,1200,200000,20000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hbr-layout-bangalore-for-rs-20000/ff80818166bf4a0f0166bf6fc79608be/detail
2, Yelahanka New Town,13.113,77.57,893,100000,16000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yelahanka-new-town-bangalore-for-rs-16000/ff80818165ada0090165ae1e82cd4ad0/detail
1, Vidyaranyapura,13.088,77.558,600,85000,8500,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-vidyaranyapura-bangalore-for-rs-8500/ff8080814a7d5ba8014a9a0887901667/detail
2, Banaswadi,13.009,77.644,700,100000,13000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-banaswadi-bangalore-for-rs-13000/ff808181682c454901682c592c0e0a5a/detail
3, Doddakannelli,12.902,77.703,1570,150000,27000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-doddakannelli-bangalore-for-rs-27000/ff80818164bcc96b0164bd45b5d65e34/detail
3, Hoodi,12.991,77.717,1555,100000,29000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-hoodi-bangalore-for-rs-29000/ff8081816de97d7a016ded004f7a5480/detail
2, Hbr Layout,13.025,77.625,1200,200000,20000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hbr-layout-bangalore-for-rs-20000/ff80818169d91f630169d920ec46008c/detail
2, Rajaji Nagar,12.995,77.546,700,100000,10000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rajaji-nagar-bangalore-for-rs-10000/8a9f821475cfecbe0175d0a0b8515823/detail
4, Rajaji Nagar,12.995,77.546,1550,300000,28000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/4%2b-bhk-apartment-for-rent-in-rajaji-nagar-bangalore-for-rs-28000/8a9f821375cfecbe0175d0a633c55c03/detail
1, Whitefield,12.966,77.757,790,100000,14000,Semi Furnished,3-5 years ,All,16-Jan-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-14000/8a9fa98276ec67bc0176ec8b0ec30bc5/detail
4, Indiranagar,12.962,77.642,2500,500000,95000,UnFurnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-indiranagar-bangalore-for-rs-95000/ff808181672bdb4801672c3f383f2c31/detail
2, Nagadevanahalli,12.942,77.49,1150,100000,12000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-nagadevanahalli-bangalore-for-rs-12000/ff8081816764c560016764d2a43c02aa/detail
1, Vijaya Nagar,12.975,77.538,700,80000,8000,UnFurnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-vijaya-nagar-bangalore-for-rs-8000/ff80818150c1cd880150c7a0737c2ad3/detail
3, Horamavu,13.022,77.654,1600,220000,22000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-horamavu-bangalore-for-rs-22000/ff80818161999812016199a69d8a0608/detail
2, Parappana Agrahara,12.878,77.655,1243,150000,20000,Semi Furnished,1-3 years ,Family,05-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-parappana-agrahara-bangalore-for-rs-20000/ff8081816bd14294016bd14d0433098c/detail
2, Parappana Agrahara,12.878,77.655,1243,150000,20000,Semi Furnished,1-3 years ,Family,05-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-parappana-agrahara-bangalore-for-rs-20000/ff8081816bd14294016bd14d0433098c/detail
1, Btm Layout ,12.917,77.615,500,50000,10000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-btm-layout--bangalore-for-rs-10000/8a9f9146730460b20173047c7d960f3e/detail
3, Ramamurthy Nagar,13.02,77.675,1528,150000,27000,Semi Furnished,5-10 years ,Family,15-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-ramamurthy-nagar-bangalore-for-rs-27000/ff808181693d8bea01693dff08d348b2/detail
1, Koramangala,12.934,77.63,600,50000,13000,Full Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-koramangala-bangalore-for-rs-13000/8a9f9682767405e20176746a3c781b84/detail
2, Vijaya Nagar,12.981,77.526,800,150000,15000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vijaya-nagar-bangalore-for-rs-15000/ff808181593c3fad01593ed8f8ba1ef2/detail
1, Jaya Chamarajendra Nagar,13.006,77.598,550,60000,10000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-jaya-chamarajendra-nagar-bangalore-for-rs-10000/ff8081814f50c94d014f54fdac3c162e/detail
2, Bettadasanapura,12.848,77.63,1000,50000,9000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bettadasanapura-bangalore-for-rs-9000/8a9f82906f99a2e4016f9dd6a8cd6774/detail
2, Amma Ashrama Arch,12.946,77.489,650,130000,13000,Full Furnished,1-3 years ,All,28-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-amma-ashrama-arch-bangalore-for-rs-13000/8a9fac8276ec67bf0176ed037f422e2e/detail
2, Begur,12.879,77.619,1170,100000,17000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-begur-bangalore-for-rs-17000/8a9fa18276f044d10176f054cd2b056e/detail
2, Countryside Layout,12.908,77.688,1100,200000,18500,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-countryside-layout-bangalore-for-rs-18500/8a9fbd82768e745701768eaae30b11e1/detail
1, Koramangala,12.933,77.628,600,30000,8500,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-koramangala-bangalore-for-rs-8500/8a9f9e8276a7874f0176a7d8344b149e/detail
3, Narayanapura,13.061,77.641,1670,200000,26000,Semi Furnished,3-5 years ,Family,23-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-narayanapura-bangalore-for-rs-26000/8a9f9f8976ea78b30176ea8e62580482/detail
1, Kengeri Satellite Town,12.932,77.489,500,30000,5000,UnFurnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-kengeri-satellite-town-bangalore-for-rs-5000/ff8081816aa26aa0016aa530e27f543d/detail
2, Varthur,12.934,77.746,1400,50000,13500,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-varthur-bangalore-for-rs-13500/8a9f935375b044830175b0677f6d09a1/detail
2, Banaswadi,13.015,77.657,1000,180000,18000,Semi Furnished,3-5 years ,Family,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-banaswadi-bangalore-for-rs-18000/ff8081816e83f829016e84b87e9c66d4/detail
1, Arekere,12.883,77.586,200,25000,5500,Semi Furnished,1-3 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-arekere-bangalore-for-rs-5500/ff808181656c459101656fc2ce501e3d/detail
1, Medahalli,13.03,77.718,400,30000,6500,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-medahalli-bangalore-for-rs-6500/ff808181627168d9016271a040cd1256/detail
2, Kyalasanahalli,13.063,77.662,1232,250000,26000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kyalasanahalli-bangalore-for-rs-26000/8a9f9d8576740955017674509c8911af/detail
1, Arekere,12.883,77.586,200,25000,5500,Semi Furnished,1-3 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-arekere-bangalore-for-rs-5500/ff808181656c459101656fc2ce501e3d/detail
1, Medahalli,13.03,77.718,400,30000,6500,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-medahalli-bangalore-for-rs-6500/ff808181627168d9016271a040cd1256/detail
2, Kyalasanahalli,13.063,77.662,1232,250000,26000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kyalasanahalli-bangalore-for-rs-26000/8a9f9d8576740955017674509c8911af/detail
3, Hebbal Kempapura,13.049,77.616,1600,150000,27000,Full Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-hebbal-kempapura-bangalore-for-rs-27000/ff80818163ee67480163f2426a2b1d45/detail
2, Basavanagudi,12.946,77.577,1043,200000,23000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-basavanagudi-bangalore-for-rs-23000/ff80818168ec675e0168eca45ac2188b/detail
2, Talaghattapura,12.876,77.545,1000,100000,10000,UnFurnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-talaghattapura-bangalore-for-rs-10000/ff80818160ac08d20160b0479a47130e/detail
2, 2 Bhk For Rent In 898 4th Main Road,12.973,77.542,750,100000,16000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-2-bhk-for-rent-in-898-4th-main-road-bangalore-for-rs-16000/8a9fa08276ef9fd10176f03a69e030c4/detail
1, Thammenahalli,13.08,77.486,500,25000,4000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-thammenahalli-bangalore-for-rs-4000/ff80818166709d1e0166767f9dbe3168/detail
1, J. P. Nagar,12.904,77.59,200,30000,7000,UnFurnished,1-3 years ,All,01-Apr-2021,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-j.-p.-nagar-bangalore-for-rs-7000/8a9f8493707bedbb01707bfd0d8d0782/detail
1, Mathikere,13.023,77.561,750,50000,6500,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-9th-main-road-mathikere-bangalore-for-rs-6500/8a9f9e8276d208ad0176d2a575033853/detail
