BHK,Address,Latitude,Longitude,Size(Acres),Deposit(Rs),Rent(Rs),Furnishing,Property Age,Available For, Immediate Possesion,Link
2, Yeswanthpur,13.023,77.557,1200,100000,13000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yeswanthpur-bangalore-for-rs-13000/8a9f92e0735b410b01735b9f392b2839/detail
3, Rk Hegde Nagar,13.061,77.632,1545,180000,30000,Full Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-rk-hegde-nagar-bangalore-for-rs-30000/8a9f9294764b77b701764b8e333a06ed/detail
2, Varanasi,13.028,77.692,990,60000,12500,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-varanasi-bangalore-for-rs-12500/8a9f9334742b1c2601742e8903da4aeb/detail
2, Bhoganhalli,12.927,77.696,1150,150000,28000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bhoganhalli-bangalore-for-rs-28000/8a9f913d73c8cde20173c9566da33bf1/detail
3, Banashankari,12.941,77.554,1100,300000,25000,UnFurnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-banashankari-bangalore-for-rs-25000/8a9f939075559935017563b8ac1633f2/detail
2, Kothanur,13.066,77.651,1182,150000,24000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kothanur-bangalore-for-rs-24000/8a9f919c76141e8e0176146f51b21833/detail
3, Vijaya Nagar,12.965,77.538,1700,300000,31000,Semi Furnished,5-10 years ,All,16-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-rpc-layout-vijaya-nagar-bangalore-for-rs-31000/8a9f8207727b6d20017282b0d74016b3/detail
2, Kormangala,12.936,77.634,1000,150000,25000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kormangala-bangalore-for-rs-25000/ff8081816639ef4c01663a2bd754265f/detail
3, Btm 2nd Stage,12.907,77.606,1635,120000,25000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-btm-2nd-stage-bangalore-for-rs-25000/ff8081816acdd624016ad34d4a363690/detail
3, Lingadeeranahalli,12.879,77.53,1700,200000,25000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-lingadeeranahalli-bangalore-for-rs-25000/ff80818166434ab301664390635f1ace/detail
2, Kaikondrahalli,12.917,77.675,1140,100000,26000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kaikondrahalli-bangalore-for-rs-26000/ff8081816e364a9b016e39e0f8db0b9a/detail
1, Whitefield,12.97,77.75,710,150000,20500,Full Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-20500/8a9f917c74970687017497cf84554e8b/detail
3, Varthur,12.945,77.754,1791,100000,25000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-varthur-bangalore-for-rs-25000/ff8081816acdda4d016acea7ca5f506f/detail
3, Challaghatta,12.944,77.652,1550,250000,38000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-challaghatta-bangalore-for-rs-38000/8a9f918a75890f33017589af7cd14bfb/detail
2, India,12.92,77.478,650,50000,10000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kengeri-satellite-town-bengaluru-karnataka-india-bangalore-for-rs-10000/ff8081815245354101524f72ecd85bd4/detail
2, Thanisandra,13.057,77.628,1050,100000,18500,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-thanisandra-bangalore-for-rs-18500/ff8081816ee4511e016ee679f7343029/detail
2, Basaveshwar Nagar,12.989,77.535,1200,100000,15000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-basaveshwar-nagar-bangalore-for-rs-15000/8a9f936874348dff0174385de24a6bfa/detail
3, Bellandur,12.925,77.67,1479,200000,27500,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-27500/ff80818163828c5b0163830374993150/detail
2, Kodihalli,12.968,77.65,1200,70000,20000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-12th-main-road-kodihalli-bangalore-for-rs-20000/ff8081816639f11e01663a4a0cac2aa9/detail
3, Thanisandra Main Road Bus Stop,13.079,77.637,1600,150000,22000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-thanisandra-main-road-bus-stop-bangalore-for-rs-22000/8a9f933975a6c2640175a75b53e85743/detail
2, Varanasi,13.028,77.688,900,75000,13000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-varanasi-bangalore-for-rs-13000/ff80818155f3f8460155f46a675d0494/detail
2, Jeevanbheemanagar,12.962,77.657,650,60000,16000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jeevanbheemanagar-bangalore-for-rs-16000/ff80818169ec73c10169ec97b1200d59/detail
3, Mahadevapura,12.995,77.685,1350,150000,22000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-b-narayanapura-mahadevapura-bangalore-for-rs-22000/ff8081814fe5e616014fea2fd5fb1ad6/detail
2, Btm Layout,12.913,77.62,800,75000,15500,Full Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-btm-layout-bangalore-for-rs-15500/ff8081816096b2070160975e2ac35210/detail
2, Whitefield,12.962,77.746,1250,200000,30000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-30000/8a9f9e82769248870176927a20a50215/detail
2, Domlur,12.957,77.638,850,80000,15000,Semi Furnished,5-10 years ,All,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-domlur-i-stage-1st-stage-domlur-bangalore-for-rs-15000/ff8081816bdfdcea016bdfe28e6c0467/detail
1, Krishnarajapura,13.012,77.764,500,50000,5500,UnFurnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-seegehalli-krishnarajapura-bangalore-for-rs-5500/ff80818168a8cd650168a8f25a3e15bc/detail
2, Kalyan Nagar,13.032,77.637,900,60000,15500,Semi Furnished,Newly Constructed,Bachelors,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kalyan-nagar-bangalore-for-rs-15500/8a9f99827674d7e3017674f6c98f092f/detail
1, Kalyan Nagar,13.032,77.637,600,48000,12500,Semi Furnished,Newly Constructed,Bachelors,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kalyan-nagar-bangalore-for-rs-12500/8a9fc2827679347c01767951de690573/detail
2, Jeevan Bima Nagar,12.961,77.656,700,60000,14000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-5th-cross-road-jeevan-bima-nagar-bangalore-for-rs-14000/8a9f82b275f00e3e0175f1a23f454e5d/detail
3, Chikkagubbi,13.085,77.655,1725,200000,25000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-chikkagubbi-bangalore-for-rs-25000/8a9f92ba733e3ca7017347ada4793ee1/detail
2, Whitefield,12.997,77.762,1450,72000,16250,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-16250/8a9f825e763ccb6701763ce2e5230b73/detail
1, New Thippasandra,12.972,77.653,600,50000,14000,UnFurnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-new-thippasandra-bangalore-for-rs-14000/ff808181639be7ee0163a0ecf4ae298f/detail
2, Jogupalya,12.9,77.577,600,150000,16000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jogupalya-bangalore-for-rs-16000/ff8081816575843f01657c37f8634776/detail
2, Mahadevapura,12.994,77.679,600,30000,11000,Semi Furnished,Newly Constructed,Family,01-Mar-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-11000/ff8081816d47c1d3016d47e252430c9a/detail
3, Krishnarajapura,12.99,77.731,2079,250000,41000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-krishnarajapura-bangalore-for-rs-41000/8a9fa482769ddf4001769e4b47ab277e/detail
3, Kaggadasapura,12.984,77.68,1400,200000,30000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kaggadasapura-bangalore-for-rs-30000/8a9f93b76ff53a48016ff9d55efb3dd8/detail
2, K R Puram,13.021,77.702,1154,100000,17000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-k-r-puram-bangalore-for-rs-17000/ff8081815d1837e5015d1bdef8050a7b/detail
2, Bellandur,12.927,77.676,1175,100000,16000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-16000/ff80818168ead8f50168ead9c5a70042/detail
1, Electronic City Phase 2,12.85,77.679,600,35000,8500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronic-city-phase-2-bangalore-for-rs-8500/ff8081816ee4511e016ee925deec75ee/detail
3, Kyalasanahalli,13.062,77.661,1679,280000,37000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kyalasanahalli-bangalore-for-rs-37000/8a9f939d7569861b017569ce7125246f/detail
3, Padmanabhanagar,12.915,77.557,1800,100000,17500,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-padmanabhanagar-bangalore-for-rs-17500/ff8081816a151ec5016a1ad47f60485f/detail
3, Whitefield,12.975,77.744,1755,300000,29000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-29000/ff8081814c58efc3014c5f360a3111e4/detail
2, Maruthi Sevanagar,13.003,77.636,1500,200000,20000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-maruthi-sevanagar-bangalore-for-rs-20000/ff8081815f7ce2e6015f7d36cf3a240b/detail
2, Jakkuru,13.083,77.595,1100,170000,17000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jakkur-plantation-jakkuru-bangalore-for-rs-17000/ff80818150a87b000150a937cd891119/detail
3, Nagasandra,13.047,77.501,1500,200000,23000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-nagasandra-bangalore-for-rs-23000/8a9f93567530e50d0175362dbbbb1736/detail
2, Hsr Layout,12.903,77.644,1113,100000,21000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-iti-layout-hosapalya-hsr-layout-bangalore-for-rs-21000/8a9fc382767fa4f801767fc4260309ec/detail
2, Rt Nagar,13.021,77.6,1200,200000,22000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rt-nagar-bangalore-for-rs-22000/ff80818168b8fb1f0168bd2015467f96/detail
3, Jayanagar,12.921,77.578,2000,180000,32000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-jayanagar-bangalore-for-rs-32000/8a9f92c975890f7a017589bb465b50e0/detail
3, Doddakammanahalli,12.851,77.596,1275,100000,14500,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-doddakammanahalli-bangalore-for-rs-14500/ff8081815e9e16ed015e9e8d91f810c1/detail
2, Hoysala Nagara,13.017,77.667,900,100000,13000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hoysala-nagara-bangalore-for-rs-13000/8a9f824876382e2301763889ff70206c/detail
3, Horamavu,13.018,77.67,1180,90000,15000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-horamavu-bangalore-for-rs-15000/8a9f925576408994017640f80d523a06/detail
3, Basaveshwar Nagar,12.986,77.544,1400,300000,30000,Full Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in--basaveshwar-nagar-bangalore-for-rs-30000/8a9f91d1754b442b01754bce6aaf3845/detail
2, Ramaswamipalya,13.011,77.635,800,100000,13500,Full Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ramaswamipalya-bangalore-for-rs-13500/8a9f9a82767b228b01767b8604601bb0/detail
1, Chikkakannalli,12.901,77.707,550,60000,19000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-chikkakannalli-bangalore-for-rs-19000/ff808181617a311301618542beb07e73/detail
1, Chikkakannalli,12.901,77.707,550,60000,19000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-chikkakannalli-bangalore-for-rs-19000/ff808181617a311301618542beb07e73/detail
2, Btm Layout,12.924,77.608,1170,100000,28000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-btm-layout-bangalore-for-rs-28000/8a9f9179758382be01758400d532460e/detail
1, Parappana Agrahara,12.878,77.671,589,100000,16000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-parappana-agrahara-bangalore-for-rs-16000/8a9f91c374d5b7040174d7d417cf2d70/detail
2, Basavanagara,12.968,77.684,930,100000,16000,UnFurnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-basavanagara-bangalore-for-rs-16000/8a9f82fb76551f2b0176554d228209de/detail
3, Nikoo Homes,13.071,77.634,1850,150000,30000,Semi Furnished,1-3 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-nikoo-homes-bangalore-for-rs-30000/ff808181690b1fb801690be27f1d460c/detail
2, Doddanekkundi,12.98,77.683,1200,100000,18000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-doddanekkundi-bangalore-for-rs-18000/ff8081816e73eb0f016e74bc8e1f1b0e/detail
2, Aavalahalli,13.033,77.739,1200,40000,10000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-aavalahalli-bangalore-for-rs-10000/8a9f91ad753bdc8501753f52d9b73049/detail
1, Whitefield,12.97,77.753,690,50000,23000,Full Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-23000/8a9f821f72a2acc60172a47f13512f8c/detail
2, Lic Colony,12.931,77.59,600,150000,18000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-lic-colony-bangalore-for-rs-18000/8a9f98877674aec8017674c18eaf0617/detail
2, Doddanekundi,12.972,77.699,1100,100000,22000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-doddanekundi-bangalore-for-rs-22000/ff808181594a89df01595b1b68770927/detail
2, Bommenahalli,13.065,77.74,1170,120000,22000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bommenahalli-bangalore-for-rs-22000/8a9fb19d7696c221017697050d8e01c4/detail
3, Whitefield,12.971,77.768,1300,50000,17000,Full Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-17000/8a9f933f74b64c830174b6565616038b/detail
1, Hbr Layout,13.031,77.627,450,50000,13000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hbr-layout-bangalore-for-rs-13000/ff8081816aeaf1e6016aeda061f028be/detail
2, Whitefield,12.983,77.756,1190,150000,30000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-30000/8a9f82b8761d1e0801761dae864b33ce/detail
3, Itpl,12.987,77.737,1237,200000,29500,Full Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-itpl-bangalore-for-rs-29500/ff8081814ffe5b3301500e5040cf69d3/detail
2, Hormavu,13.038,77.664,800,40000,13500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hormavu-bangalore-for-rs-13500/ff8081816799558201679c46cd3905c5/detail
3, Bellandur,12.93,77.684,1924,200000,42000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-42000/ff8081815df539bc015df57748bf20eb/detail
3, Doddenakundi,12.979,77.694,1565,200000,31000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-doddenakundi-bangalore-for-rs-31000/ff8081816127bd780161280a025323c4/detail
2, Kasavanahalli,12.907,77.676,1200,125000,21000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-21000/8a9f82f675fd96990175fdbe93e90786/detail
2, Ramamurthy Nagar,13.012,77.67,800,50000,10000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ramamurthy-nagar-bangalore-for-rs-10000/8a9f821971920d680171921583b401c5/detail
3, Hennur Gardens,13.035,77.638,1320,156000,25000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-hennur-gardens-bangalore-for-rs-25000/ff80818156f3bab00156f3d61fca0649/detail
2, Btm 2nd Stage,12.91,77.61,1200,150000,28500,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-btm-layout-2nd-stage-btm-2nd-stage-bangalore-for-rs-28500/ff8081815ec82bb8015ecd204e4f09bb/detail
2, Doddakannelli,12.906,77.696,1030,150000,20000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-doddakannelli-bangalore-for-rs-20000/ff8081815d59c80c015d5a32f0e72d6c/detail
2, Munnekollal,12.945,77.708,1090,150000,25000,Semi Furnished,3-5 years ,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-munnekollal-bangalore-for-rs-25000/8a9f90876fa74cd4016fb1e8bedf0867/detail
3, Munnekollal,12.956,77.71,1200,125000,24000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-munnekollal-bangalore-for-rs-24000/8a9f923576382b96017638619d301448/detail
3, J. P. Nagar,12.877,77.575,1305,200000,20000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-j.-p.-nagar-bangalore-for-rs-20000/8a9f94a376983c6a017698589b83074b/detail
1, Whitefield Near Ksvk School,12.968,77.754,700,50000,9500,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-5th-cross-road-whitefield-near-ksvk-school-bangalore-for-rs-9500/8a9f92697563b92e017563c4e0e705dd/detail
3, Singasandra,12.881,77.649,1341,100000,25000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-singasandra-bangalore-for-rs-25000/8a9f93df74eda97f0174f5ab826a6d81/detail
2, Volagerekallahalli,12.881,77.768,1144,100000,12000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-volagerekallahalli-bangalore-for-rs-12000/8a9f92227666a3da01766723dc3921dc/detail
